"name","genes"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","IMPA2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP4A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP4B"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP5D"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP5E"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP5F"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP5J"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPP5K"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","INPPL1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","IP6K1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","IP6K2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","IP6K3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","IPMK"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","ITPKA"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","ITPKB"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","ITPKC"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LCAT"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LCLAT1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LDLR"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LIPH"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LIPI"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPCAT1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPCAT2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPCAT3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPCAT4"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPGAT1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPIN1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPIN2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPIN3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","LPL"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MBOAT7"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MFSD2A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MIR29B1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MIR30C1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MIR548P"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MOGAT1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MOGAT2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MOGAT3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MPPE1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTM1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTMR1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTMR14"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTMR2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTMR3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTMR4"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTMR6"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","MTMR7"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","NR1H2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","NR1H3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","NR1H4"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","OCRL"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","P3R3URF"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PCK1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PCK2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PCYT1A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PCYT1B"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PCYT2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PDGFA"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PDGFB"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PEMT"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PGAP1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PGAP2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PGAP3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PGAP4"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PGS1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PI4K2A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PI4K2B"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PI4KA"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PI4KAP1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PI4KAP2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PI4KB"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGA"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGB"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGC"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGF"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGG"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGH"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGK"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGL"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGM"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGN"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGO"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGP"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGQ"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGS"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGT"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGU"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGV"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGW"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGX"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGY"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIGZ"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3C2A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3C2B"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3C2G"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3C3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3CA"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3CB"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3CD"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3CG"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3R1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3R2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3R3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3R4"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIK3R6"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIKFYVE"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIP4K2A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIP4K2B"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIP4K2C"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIP5K1A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIP5K1B"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIP5K1C"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIP5KL1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PIPSL"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PISD"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PITPNM1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PITPNM2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PITPNM3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLA2G15"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLA2G4A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLA2G4C"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLA2G6"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLCE1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLCG2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLD1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLD2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLIN5"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLSCR1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PLSCR3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PNPLA2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PNPLA3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PTDSS1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PTDSS2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PTEN"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","PTPMT1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","RAB38"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","RGN"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SACM1L"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SCARB1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SELENOI"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SH3YL1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SIK1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SLA2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SLC27A1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SLC44A1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SLC44A2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SLC44A3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SLC44A4"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SLC44A5"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SMG1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SOCS1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SOCS2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SOCS3"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SOCS4"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SOCS5"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SOCS6"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SOCS7"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SREBF1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SYNJ1"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","SYNJ2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","TAFAZZIN"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","TAMM41"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","THRSP"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","TMEM150A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","TPTE2"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","TTC7A"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","TTC7B"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","UVRAG"
"C5.GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS","VAC14"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ABHD3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ABHD4"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ACHE"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ACP6"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","AGK"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","AGPAT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","AGPAT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","AGPAT3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","AGPAT4"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","AGPAT5"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ALPI"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","AWAT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","BCHE"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CDIPT"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CDS1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CDS2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CEPT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CHAT"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CHKA"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CHKB"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CHPT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CPNE1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CPNE3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CPNE6"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CPNE7"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CRLS1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CSNK2A1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CSNK2A2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","CSNK2B"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","DDHD1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","DDHD2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","DGAT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","DGAT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","DGAT2L6"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ETNK1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ETNK2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","ETNPPL"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GNPAT"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPAM"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPAT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPAT3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPAT4"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPCPD1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPD1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPD1L"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","GPD2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","HADHA"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","HADHB"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LCLAT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LIPH"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LIPI"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPCAT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPCAT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPCAT3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPCAT4"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPGAT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPIN1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPIN2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","LPIN3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","MBOAT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","MBOAT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","MBOAT7"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","MFSD2A"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","MGLL"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","MIGA1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","MIGA2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","OSBPL10"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","OSBPL5"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","OSBPL8"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PCTP"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PCYT1A"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PCYT1B"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PCYT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PEMT"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PGS1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PHOSPHO1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PISD"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PITPNB"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PITPNM1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PITPNM2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PITPNM3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA1A"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G10"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G12A"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G15"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G1B"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G2A"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G2D"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G2E"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G2F"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G4A"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G4B"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G4C"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G4D"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G4E"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G4F"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G5"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2G6"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLA2R1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLAAT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLAAT2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLAAT3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLAAT4"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLAAT5"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLB1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLBD1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLD1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLD2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLD3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLD4"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PLD6"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PNPLA2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PNPLA3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PNPLA8"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PTDSS1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PTDSS2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","PTPMT1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","SELENOI"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","SLC44A1"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","SLC44A2"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","SLC44A3"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","SLC44A4"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","SLC44A5"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","STARD10"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","STARD7"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","TAFAZZIN"
"C2.REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","TMEM86B"
"C2.BIOCARTA_CHREBP_PATHWAY","ACSBG1"
"C2.BIOCARTA_CHREBP_PATHWAY","ACSM1"
"C2.BIOCARTA_CHREBP_PATHWAY","ADCY1"
"C2.BIOCARTA_CHREBP_PATHWAY","GNAS"
"C2.BIOCARTA_CHREBP_PATHWAY","MLXIPL"
"C2.BIOCARTA_CHREBP_PATHWAY","PPP2CA"
"C2.BIOCARTA_CHREBP_PATHWAY","PRKAA1"
