"name","genes"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","GNAS"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","GPR3"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","GRB10"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","HADH"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","HCRT"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","HDAC3"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","HNRNPU"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","HOXC10"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","HSF1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","ID1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IGF1R"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IL13"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IL15"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IL18"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IL18R1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IL4"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IL4R"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IP6K1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","IRF4"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","JAK2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","KDM1A"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","KDM3A"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","KDM6B"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","KSR2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","LAMA4"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","LCN2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","LEP"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","LEPR"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","LGR4"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","LNPEP"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","LPIN1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","MAP2K6"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","MC4R"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","MFAP2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","MFN2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NOTCH1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NOVA1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NOVA2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NPR3"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NR1D1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NR1H2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NR1H3"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","NRDC"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","OGT"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","OMA1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","OXT"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","OXTR"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PCTP"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PDGFC"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PEMT"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PER2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PGAM5"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PHOX2B"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PLAC8"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PLCL1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PLCL2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PM20D1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PPARGC1A"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PPARGC1B"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PRDM16"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PRKAB1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PRKAB2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PRLR"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","PTH2R"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","RB1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","RBPJ"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","RHEB"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SCD"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SCT"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SCTR"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SIRT6"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SLC25A4"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SLC25A44"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SLC25A5"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SLN"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SORL1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","STAT6"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","STK11"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","SYK"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TFE3"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","THADA"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","THRA"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TLE3"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TLR4"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TRPM8"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TRPV1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TRPV2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TRPV4"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","TSHR"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","UCP1"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","UCP2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","UCP3"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","VEGFA"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","WNT10B"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","YBX2"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","ZBTB7B"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","ZNF423"
"C5.GOBP_ADAPTIVE_THERMOGENESIS","ZNF516"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ADIG"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ADIPOQ"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ADRB1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ADRB2"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ALDH6A1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ARL4A"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","BMP7"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","BNIP3"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","CEBPA"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","CEBPB"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","DHRS7B"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","DIO2"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","DUSP10"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","EBF2"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ERO1A"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","FABP3"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","FABP4"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","FFAR4"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","FLCN"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","FNDC5"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","FTO"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","HNRNPU"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","INS"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","LAMB3"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","LEP"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","LRG1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","MAPK14"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","MB"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","METRNL"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","NAPEPLD"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","NUDT7"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","PEX11A"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","PIM1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","PLAC8"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","PPARGC1A"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","PRDM16"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","PTGS2"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","RGS2"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","RREB1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","SIRT1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","SIX1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","SLC2A4"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","SOX13"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","TFE3"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","TRPV4"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","UCP1"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","VSTM2A"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ZBTB7B"
"C5.GOBP_BROWN_FAT_CELL_DIFFERENTIATION","ZNF516"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ABHD6"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ACOT11"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ACOT13"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ACTN3"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ACVR2B"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADAM17"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADAMTS5"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADIPOQ"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ALDH1A1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ARNTL"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ARRDC3"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ATF4"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CIDEA"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","DDIT3"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","DOCK7"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","FLCN"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","FOXC2"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","HOXC10"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ID1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IL15"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IL18R1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IP6K1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","LAMA4"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","LGR4"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","LNPEP"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","MAP2K6"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NOTCH1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NOVA1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NOVA2"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NPR3"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NR1D1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NR1H2"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NR1H3"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","NRDC"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PCTP"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PGAM5"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PLCL1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PLCL2"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","RB1"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","RBPJ"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","RHEB"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","STK11"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","TFE3"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","TLE3"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","TLR4"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","WNT10B"
"C5.GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ZNF423"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ACADL"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ACHE"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ACSL1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADCYAP1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADIPOQ"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADIPOR1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADIPOR2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADRB1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADRB2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ADRB3"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ALMS1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ALPL"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","APC"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","APPL2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","BSCL2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CAV1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CCR2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CD36"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CEBPB"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CMKLR1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CNOT3"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CPT2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","CXCR4"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","DBH"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","DECR1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","DIO2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","DYNC1H1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","EBF2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","EHMT1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ELOVL3"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ELOVL6"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","EPAS1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ESRRG"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","FABP4"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","FABP5"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","FFAR4"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","FGF21"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","FH"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","G0S2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GADD45G"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GATM"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GHRL"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GJA1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GNAS"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GPR3"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","GRB10"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","HADH"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","HCRT"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","HDAC3"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","HSF1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IGF1R"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IL13"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IL18"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IL4"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IL4R"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","IRF4"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","JAK2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","KDM1A"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","KDM3A"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","KDM6B"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","KSR2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","LCN2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","LEP"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","LEPR"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","LPIN1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","MFAP2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","MFN2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","OGT"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","OMA1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","OXT"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","OXTR"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PDGFC"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PEMT"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PER2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PHOX2B"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PLAC8"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PPARGC1A"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PPARGC1B"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PRDM16"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PRKAB1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PRKAB2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PRLR"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","PTH2R"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","SCD"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","SIRT6"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","SLN"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","STAT6"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","SYK"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","THRA"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","TRPM8"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","TRPV2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","TSHR"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","UCP1"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","UCP2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","VEGFA"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","YBX2"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ZBTB7B"
"C5.GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS","ZNF516"
"yi.Thermogenesis_Village","ACSL1"
"yi.Thermogenesis_Village","ACSL3"
"yi.Thermogenesis_Village","ACSL4"
"yi.Thermogenesis_Village","ACSL5"
"yi.Thermogenesis_Village","ACSL6"
"yi.Thermogenesis_Village","ACTB"
"yi.Thermogenesis_Village","ACTG1"
"yi.Thermogenesis_Village","ADCY1"
"yi.Thermogenesis_Village","ADCY10"
"yi.Thermogenesis_Village","ADCY2"
"yi.Thermogenesis_Village","ADCY3"
"yi.Thermogenesis_Village","ADCY4"
"yi.Thermogenesis_Village","ADCY5"
"yi.Thermogenesis_Village","ADCY6"
"yi.Thermogenesis_Village","ADCY7"
"yi.Thermogenesis_Village","ADCY8"
"yi.Thermogenesis_Village","ADCY9"
"yi.Thermogenesis_Village","ADIPOQ"
"yi.Thermogenesis_Village","ADRB1"
"yi.Thermogenesis_Village","ADRB2"
"yi.Thermogenesis_Village","ARID1A"
"yi.Thermogenesis_Village","ATF2"
"yi.Thermogenesis_Village","BMP8A"
"yi.Thermogenesis_Village","BMP8B"
"yi.Thermogenesis_Village","CD36"
"yi.Thermogenesis_Village","CEBPB"
"yi.Thermogenesis_Village","CPT1A"
"yi.Thermogenesis_Village","CPT1B"
"yi.Thermogenesis_Village","CPT2"
"yi.Thermogenesis_Village","CREB1"
"yi.Thermogenesis_Village","CREB3"
"yi.Thermogenesis_Village","CREB3L2"
"yi.Thermogenesis_Village","DIO2"
"yi.Thermogenesis_Village","DPF3"
"yi.Thermogenesis_Village","EBF2"
"yi.Thermogenesis_Village","EHMT1"
"yi.Thermogenesis_Village","ELOVL3"
"yi.Thermogenesis_Village","ELOVL6"
"yi.Thermogenesis_Village","ESRRG"
"yi.Thermogenesis_Village","FABP4"
"yi.Thermogenesis_Village","FABP5"
"yi.Thermogenesis_Village","FGF21"
"yi.Thermogenesis_Village","FGFR1"
"yi.Thermogenesis_Village","FRS2"
"yi.Thermogenesis_Village","GPR3"
"yi.Thermogenesis_Village","IRF4"
"yi.Thermogenesis_Village","KDM1A"
"yi.Thermogenesis_Village","KDM3A"
"yi.Thermogenesis_Village","KDM3B"
"yi.Thermogenesis_Village","KDM6B"
"yi.Thermogenesis_Village","KLB"
"yi.Thermogenesis_Village","LIPE"
